FWSColonyID,Year,Str,PlotID,Nest,Lng,Lat,Comment
ME.0781,2023,SC,ce.1c,5,-69.19800502412119,44.654554024505806,
ME.0782,2023,SC,ce.1c,1,-69.16137092876836,44.61677729611892,
ME.0783,2023,SC,cf.1e,2,-69.08500270671482,44.48835569390799,NA 
ME.0784,2023,SC,cc.1j,1,-69.69321241990725,44.11079969770677,Aerial count 
ME.0785,2023,SC,cf.18,33,-68.95315271150675,44.97444285058468,Ground count 
ME.0786,2023,ND,c5.1f,15,-70.39928985291712,44.585358186208786, GDA: colony not observed added most recent status
ME.0787,2023,SC,cc.1f,1,-69.49093456704779,44.444560337119,
ME.0788,2023,ND,c6.1c,1,-70.12552047322458,44.81331332146162,
ME.0789,2023,SC,cd.1h,0,-69.46898259943164,44.29446971527697,
ME.0790,2023,SC,c9.1i,1,-70.01409685694556,44.30315560261202,
ME.0791,2023,SC,ce.1a,7,-69.06928977838831,44.82626767218359,Ground count 
ME.0792,2023,SC,ce.1g,1,-69.3212780047057,44.357050906923604,Ground count 
ME.0793,2023,SC,ce.1g,5,-69.35062345785843,44.34872435986357,
ME.0794,2023,SC,ch.1a,2,-68.67372826651189,44.77727196518319,
ME.0795,2023,ND,cc.10,3,-69.05306007037633,45.72031767239147,
ME.0796,2023,Co,cc.1k,29,-69.63955430657546,44.0137077883095,NA 
ME.0797,2023,ND,c5.0m,2,-69.31433188134274,47.12104327435885,
ME.0798,2023,SC,cf.18,1,-68.87129725791914,44.96393165390432,
ME.0799,2023,SC,cd.1i,9,-69.51201778938527,44.165331168286436,Ground count 
ME.0800,2023,Co,cc.1k,10,-69.66946854491138,43.99340314931466,Aerial count 
ME.0801,2023,ND,ca.19,16,-69.61174214798484,44.98195302691823, GDA: colony not observed added most recent status
ME.0802,2023,Co,cm.1e,7,-68.24751724535193,44.273700647363405,
ME.0803,2023,SC,cd.19,4,-69.21450720460034,44.93775742999725, GDA: colony not observed added most recent status
ME.0804,2023,SC,cc.1h,4,-69.63179425220962,44.305498464682174,Ground count 
ME.0805,2023,SC,c8.1c,22,-69.91247672810084,44.82935395629522,Ground count 
ME.0806,2023,SC,c2.1k,21,-70.87826130761763,44.20406426802195,NA 
ME.0807,2023,Co,cc.1l,10,-69.67110956669475,43.951204957512985,Ground count 
ME.0808,2023,SC,c5.1t,1,-70.81392392098827,43.40511056310513,Ground count 
ME.0809,2023,SC,c4.1s,2,-70.90914281395612,43.49829242719084,
ME.0810,2023,SC,c6.1r,3,-70.68430931919532,43.59942008240304,NA 
ME.0811,2023,SC,c5.1q,1,-70.78169013698258,43.62722117720726,Ground count 
ME.0812,2023,SC,ch.1c,4,-68.75868771069008,44.60651874859731,Ground count 
ME.0813,2023,ND,ce.16,4,-68.9994061439288,45.15014336504425,
ME.0816,2023,SC,cc.1h,4,-69.58767138849478,44.241437472581794,Ground count 
ME.0817,2023,SC,ch.18,3,-68.7086524362802,44.908947935794075,Ground count 
ME.0818,2023,SC,c5.1s,4,-70.8248385329929,43.52762562234405,
ME.0819,2023,SC,ch.17,5,-68.62130175140246,45.04489857491692,Ground count 
ME.0820,2023,SC,c7.1n,5,-70.3669688124026,43.835245516675485,NA 
ME.0821,2023,SC,cd.1b,7,-69.25824342820218,44.7633111520193,NA 
ME.0822,2023,SC,cg.18,2,-68.83060261929043,44.92492745377777,Aerial count 
ME.0823,2023,ND,ch.0q,3,-68.0528130178204,46.50487642178368,Ground count 
ME.0824,2023,SC,cf.1e,3,-69.08292990246258,44.48084275923319,
ME.0825,2023,SC,c9.1e,22,-69.80244304740704,44.61705810781224,Aerial count 
ME.0826,2023,SC,c6.1r,3,-70.65821379628959,43.54717870037649,Aerial count 
ME.0827,2023,SC,c6.1r,3,-70.62410662241521,43.53565819508427,NA 
ME.0828,2023,SC,c6.1r,4,-70.71070454818647,43.528867040320854,Aerial count 
ME.0829,2023,SC,c5.1q,20,-70.76125766460962,43.674088919682134,Aerial count 
ME.0830,2023,SC,c7.1n,38,-70.36419981838574,43.895887134281615,Aerial count 
ME.0831,2023,SC,c4.1r,4,-70.89849886051994,43.593266238184704,
ME.0832,2023,ND,c9.17,9,-69.58399467670891,45.16455336890308,Ground count 
ME.0833,2023,Co,cl.1a,22,-68.31446416819247,44.62587380401254,Aerial count 
ME.0834,2023,Co,ck.1b,2,-68.39726611857756,44.54227217178057,Ground count 
ME.0835,2023,SC,cj.1a,9,-68.45732596910592,44.66156590408733,NA 
ME.0836,2023,ND,cn.19,5,-67.95941913977737,44.6953027594751,Aerial count 
ME.0837,2023,ND,cg.0r,7,-68.20644315244493,46.38517834880593,
ME.0838,2023,ND,cj.0y,3,-68.07813341537737,45.78013346107006,
ME.0839,2023,Co,cb.1m,18,-69.9045812854264,43.86624121604575,
ME.0840,2023,ND,c6.1j,2,-70.4042533150137,44.27833610081046,Aerial count 
ME.0843,2023,ND,cm.17,3,-68.01469169637537,44.83370395899746,Aerial count 
ME.0844,2023,SC,cd.1e,6,-69.37496946401996,44.55001402201741,NA 
ME.0845,2023,ND,cj.0u,2,-67.94478993209849,46.064402632818755,
ME.0846,2015,ND,c9.19,2,-69.63603314564779,44.983797495010975,
ME.0847,2015,SC,c7.1l,1,-70.32836312119,44.01410197193661,
ME.0848,2015,Co,ck.1c,2,-68.46586461166211,44.54272197210117,
ME.0849,2015,SC,c6.1p,16,-70.60773044465333,43.721768517659044,
ME.0850,2015,ND,cf.15,2,-68.86846530627909,45.234162384812635,
ME.0851,2015,Co,co.1b,7,-67.88736686026823,44.50711902873598,
ME.0852,2015,ND,c3.1k,11,-70.79781696180883,44.26090484854136,
ME.0853,2023,SC,cc.1k,2,-69.73016263402022,44.065936026046046,
ME.0854,2015,ND,c9.15,9,-69.50722076843672,45.39292052285103,
ME.0855,2023,ND,cd.0k,1,-68.2413660691407,47.13237026101603,
ME.0856,2023,SC,cg.17,3,-68.76420943632483,45.012520420126776,
ME.0857,2023,SC,cg.1b,21,-68.90342363034999,44.73927215177567,
ME.0858,2023,ND,c7.1e,2,-70.1076931695233,44.70320493596933,
ME.0859,2023,Co,ce.1k,7,-69.45777586338605,43.986905144985286,
ME.0860,2023,ND,cb.0l,16,-68.58277903029024,47.053464543806484,
ME.0861,2023,SC,cf.1c,21,-68.9898477572646,44.64273952383171,
ME.0862,2023,Co,ce.1k,16,-69.47143496607377,43.95104172698562,
ME.0863,2023,ND,ce.16,2,-69.00373146694773,45.1570436806977,
ME.0864,2023,ND,c7.1d,1,-70.09763044595178,44.70820342052876,
ME.0865,2023,ND,c7.1e,2,-70.09237452531355,44.69682315759218,
ME.0866,2023,Co,ch.1c,3,-68.78231227945321,44.54326407971909,
ME.0867,2023,ND,c5.14,4,-69.99469946505776,45.555183112422874,
ME.0868,2023,SC,c7.1t,9,-70.56129461939074,43.36240424353678,
ME.0869,2023,SC,ch.17,1,-68.6998233836168,44.98674194363689,
ME.0870,2023,SC,cg.18,13,-68.74061155492512,44.98507813294261,
ME.0871,2023,Co,ce.1k,24,-69.47972652457726,43.96860266152495,
ME.0872,2023,ND,cd.10,3,-68.85525762924425,45.759935884821985,
ME.0873,2023,Co,c9.1o,1,-70.16699771441762,43.73443370707064,
ME.0874,2023,SC,c3.1l,9,-70.8791566178203,44.137194089967835,
ME.0875,2023,ND,ce.17,8,-69.02232510664548,45.06849842620653,
ME.0876,2023,Co,ce.1k,9,-69.48552173548005,43.94420085949558,
ME.0877,2023,SC,c4.1l,1,-70.74334517720042,44.11048412431756,
ME.0878,2023,Co,ci.1i,10,-68.90834999199785,44.0482143750377,
ME.0880,2023,SC,c5.1n,6,-70.67737706679456,43.918530771807454,
ME.0881,2023,SC,cj.18,2,-68.42376732090922,44.83744016961268,
ME.0882,2023,ND,cb.17,2,-69.33113661402831,45.11185109283626,
ME.0883,2023,SC,ci.19,2,-68.6084225420309,44.78510228211305,
ME.0884,2023,SC,c7.1s,9,-70.49537190223782,43.45682275396313,
ME.0885,2023,SC,c4.1o,15,-70.7599741686596,43.881560762830375,
ME.0886,2023,Co,ck.1g,2,-68.58299416333867,44.189579412463246,
ME.0887,2023,SC,c5.1m,4,-70.53474196217537,44.02827269341146,
ME.0888,2023,SC,c2.1l,33,-70.87586097900198,44.16812995664293,
ME.0889,2023,SC,ce.1a,3,-69.13409547467708,44.8431285409383,
ME.0890,2023,SC,c7.1t,7,-70.61688565213402,43.37461651430436,
ME.0891,2023,SC,c5.1k,2,-70.59056355905523,44.15762002913718,
ME.0892,2023,SC,c7.1m,5,-70.33555395075658,43.97915071963662,
ME.0893,2023,Co,cd.1j,7,-69.55525048754284,44.06833427469536,
ME.0894,2023,SC,c5.1s,26,-70.75953176928638,43.46475697242461,
ME.0895,2023,Co,cg.1j,12,-69.18369141532736,43.97110875734633,
ME.0896,2023,SC,cd.1i,27,-69.46640615848537,44.14764418148509,
ME.0898,2023,SC,cd.1i,6,-69.51055731547983,44.163999803793935,
ME.0899,2023,Co,cf.1g,5,-69.14820530895963,44.2485568386374,
ME.0900,2023,SC,ce.1a,38,-69.15963170140034,44.821792074503804,
ME.0901,2023,Co,cj.1c,38,-68.5952487372005,44.53097941687889,
ME.0902,2023,SC,c6.1u,1,-70.70238188446622,43.29387267746938,
ME.0903,2023,Co,ck.1f,13,-68.59712740353893,44.2523691573878,
ME.0904,2023,ND,cb.16,7,-69.27979995747359,45.23248498785019,
ME.0905,2023,SC,ci.19,1,-68.6010042855415,44.8223721039858,
ME.0906,2023,Co,ce.1j,5,-69.42470115958088,44.067264383017125,
ME.0907,2023,SC,c6.1l,5,-70.41950739386903,44.03643824397015,
ME.0908,2023,SC,cc.1d,20,-69.47573638720694,44.59138867108726,
ME.0910,2023,SC,c6.1l,1,-70.41072142998787,44.03182083080951,
ME.0911,2023,SC,c6.1u,3,-70.712602,43.272275,
ME.0912,2023,SC,c8.1j,8,-70.114078,44.233949,
ME.0913,2023,SC,c4.1r,3,-70.829614,43.591475,
ME.0914,2023,SC,c4.1o,8,-70.800324,43.822161,
ME.0915,2023,SC,c4.1o,5,-70.798297,43.898364,
ME.0916,2023,SC,cg.18,30,-68.83567,44.935047,
ME.0917,2023,SC,ci.18,2,-68.610239000000007,44.866079,
ME.0918,2023,SC,cd.19,3,-69.136103,44.930874,
ME.0919,2023,SC,ch.17,6,-68.620069,44.988453,
ME.0921,2023,ND,cb.18,4,-69.325137,45.10579,
ME.0002,<2009,SC,c9.1r,3,-70.33311058148841,43.456676046380856,"WBC0002;Saco Bay - Wood Island;NA;Access by boat.  Once you arrive at W end of island, follow boardwalk towards lighthouse. Colony was likely in the more vegetated (shrubs/trees) in the W central part of the island.;NA;NA"
ME.0003,<2009,SC,c9.1r,3,-70.31213484254422,43.505802506575726,WBC0003;Saco Bay - Stratton Island;NA;NA;NA;NA
ME.0009,<2009,Co,ch.1h,0,-68.98247427403197,44.17385520877572,WBC0009;West Penobscot Bay - Mark Island;35-acre island with mature (old growth) hardwood forest dominated interior with thin fringe of white spruce on periphery.;NA;NA;NA
ME.0011,<2009,Co,ci.1f,0,-68.8224879643452,44.29152473625948,WBC0011;East Penobscot Bay - Western Island;NA;NA;NA;NA
ME.0012,<2009,Co,cj.1f,0,-68.72992263250971,44.269393919796926,WBC0012;East Penobscot Bay - Eaton Island;Shrub and tree covered island.;SW of Little Deer Isle.;NA;NA
ME.0015,<2009,Co,cl.1e,2,-68.45250364046574,44.3098061444224,WBC0015;Blue Hill Bay - Hardwood Island;NA;NA;NA;NA
ME.0017,<2009,Co,cp.1b,1,-67.85010299746334,44.45092453757328,WBC0017;Narraguagus Bay - Douglas Island Harbor - Middle Douglas Island;Forested Island;In Douglas Island Harbor.;NA;NA
ME.0018,<2009,Co,cp.1a,0,-67.76488729271476,44.53682064114302,WBC0018;Pleasant River - Upper Birch Island;NA;S of Addison in Pleasant River;NA;NA
ME.0019,<2009,Co,cq.1a,0,-67.63387921856977,44.48800159857136,WBC0019;Western Bay - Outer Ram Island;NA;NA;NA;NA
ME.0021,<2009,SC,c9.1p,0,-70.21181972983008,43.651380186863975,WBC0021;Casco Bay - Whitehead Passage - House Island;NA;Island between Spring Point (South Portland) and Peaks Island (Portland).  herons may have nested on southwest lobe.;NA;NA
ME.0024,<2009,SC,c8.1t,0,-70.43300322571827,43.35592523063737,WBC0024;Cape Porpoise Harbor - Green Island;NA;NA;NA;NA
ME.0027,<2009,Co,ch.1h,0,-68.96414503342241,44.1786586518432,WBC0027;West Penobscot Bay - Saddle Island;NA;NA;NA;NA
ME.0028,<2009,Co,cg.1k,0,-69.23894446249335,43.91030104902901,WBC0028;Two Bush Channel - The Brothers (South);NA;NA;NA;NA
ME.0029,<2009,Co,cf.1l,0,-69.37417919174372,43.891714849197136,WBC0029;Muscongus Bay - Old Hump Channel - Franklin Island;NA;NA;NA;NA
ME.0030,<2009,Co,ce.1l,0,-69.43951524777309,43.88796180128817,"WBC0030;Muscongus Bay - Haddock Island;NA;Haddock Island, S of Loud's Island, E of Pemaquid Neck.;NA;NA"
ME.0035,<2009,Co,cm.1c,0,-68.20769076767822,44.475697714193565,WBC0035;Taunton Bay - Sullivan Harbor - Bean Island;NA;NA;NA;NA
ME.0036,<2009,Co,cj.1f,0,-68.72885197328242,44.26516893700661,WBC0036;East Penobscot Bay - Little Pickering Island;NA;SW of Little Deer Isle.;NA;NA
ME.0037,<2009,Co,cq.1a,0,-67.63121364183476,44.4912016433619,"WBC0037;Western Bay - Big Ram Island;Forested Island;W of Great Wass, S of Little Ram.;NA;NA"
ME.0040,<2009,Co,cl.1g,0,-68.4252114092966,44.1254225566539,WBC0040;Toothacher Bay - Little Baker Island;NA;NA;NA;NA
ME.0047,<2009,Co,ch.1i,0,-69.04178450864215,44.0361697817711,WBC0047;Muscle Ridge Channel - Fisherman Island Passage - Marblehead Island;NA;NA;NA;NA
ME.0107,<2009,SC,ca.1j,0,-69.94057179375059,44.20380042351642,WBC0107;Tacoma Lakes - Woodbury Pond;NA;NA;NA;NA
ME.0110,<2009,SC,c9.1i,10,-69.92833754088821,44.24879905347621,"WBC0110;Cobbosseecontee Lake - Pinkham Island;Island forested w/white pine, red maple, beech and white ash.;South end of Cobbosseecontee Lake in W Gardiner. West side of island.;NA;NA"
ME.0111,<2009,Co,ci.1e,2,-68.79216605631795,44.34515850915276,WBC0111;Cape Rosier - Fresh Pond;NA;NA;NA;NA
ME.0118,<2009,SC,cc.1d,0,-69.4146854712891,44.596753163333595,WBC0118;Fowler Bog (bog 2 miles to N);NA;NA;NA;NA
ME.0120,<2009,SC,c9.1d,0,-69.8474469182498,44.68047067946063,WBC0120;Mill Stream (NW of Wilder Hill);NA;NA;NA;NA
ME.0124,<2009,ND,c6.1d,0,-70.1627016348398,44.798093117408555,WBC0124;Porter Lake (wetland to SW);NA;NA;NA;NA
ME.0125,<2009,ND,cm.17,0,-68.00689781053532,44.83187195187799,WBC0125;Horseshoe Pond;NA;NA;NA;NA
ME.0127,<2009,ND,c0.1e,0,-70.8985925401237,44.82351651582905,"WBC0127;Richardson Lake (upland N of Spaulding Cove);Old growth withe pine, 65-75' high, 150-250 years old. Lower canopy is spruce-fir dead & dying from budworm.;SE flank of South Mtn near Upper Richardson Lake in 50-acre old growth white pine stand.;NA;NA"
ME.0132,<2009,ND,c1.1a,0,-70.74726176287912,45.112978484828254,WBC0132;Kennebago Lake - Norton Brook inlet;NA;NA;NA;NA
ME.0133,<2009,ND,c9.18,0,-69.69839424258676,45.0940727616833,WBC0133;Bryant Bog;NA;On east side of Rte 151 and about 0.4 miles south of the Mayfield town line.;NA;NA
ME.0137,<2009,ND,cd.15,0,-69.01230012004858,45.26254888313614,WBC0137;Sebec River;NA;NA;NA;NA
ME.0138,<2009,ND,cg.14,0,-68.67581745840069,45.299679666510634,WBC0138;Seboeis Stream - Pond Farm (1 mile to E);NA;NA;NA;NA
ME.0140,<2009,ND,cg.13,0,-68.65359456566247,45.375766223841474,WBC0140;South Branch Stream;NA;NA;NA;NA
ME.0141,<2009,ND,ca.15,0,-69.39507176680067,45.395015106522976,WBC0141;Lake Onawa - Long Pond Stream;NA;NA;NA;NA
ME.0142,<2009,ND,cl.11,0,-67.89688441003048,45.46053624376923,WBC0142;Baskahegan Stream - Pleasant Brook;NA;NA;NA;NA
ME.0144,<2009,ND,c6.14,0,-69.85772547763854,45.51880092063138,WBC0144;Indian Pond (W side; N of Falls Brook);NA;NA;NA;NA
ME.0145,<2009,ND,c7.14,0,-69.7636527337612,45.52718253777783,WBC0145;Indian Pond (E side; N of Big Moose Mountain);NA;NA;NA;NA
ME.0147,<2009,ND,cg.11,0,-68.58364147742826,45.6002105676875,WBC0147;Rockabema Stream;NA;NA;NA;NA
ME.0148,<2009,ND,c2.14,0,-70.35374984730672,45.61202968511692,WBC0148;Long Pond (wetland to NW);NA;NA;NA;NA
ME.0149,<2009,ND,c2.14,0,-70.34042741005221,45.668109805014744,WBC0149;Gander Brook;NA;NA;NA;NA
ME.0150,<2009,ND,c8.12,0,-69.58814021924726,45.710454423731214,WBC0150;Moosehead Lake - Spencer Bay (inlet to NE of Lucky Pt);NA;NA;NA;NA
ME.0151,<2009,ND,cc.0z,0,-68.93322248039402,45.79284735978683,WBC0151;West Branch Penobscot River - Pockwockamus Deadwater;NA;NA;NA;NA
ME.0153,<2009,ND,ca.0z,0,-69.26276622540063,45.84864766138318,WBC0153;Grassy Pond (wetland to NW);NA;NA;NA;NA
ME.0154,<2009,ND,c3.11,0,-70.13302425956886,45.875554369931336,WBC0154;Penobscot Brook;NA;NA;NA;NA
ME.0155,<2009,ND,cc.0v,0,-68.80472062468377,46.193998908106515,WBC0155;Grand Lake Matagamon - Big Logan;NA;NA;NA;NA
ME.0156,<2009,ND,cd.0v,0,-68.70539149954399,46.12934541595681,"WBC0156;Marble Pond (wetland to N);NA;NA;Originally listed in database three times, all fields the same except habitat: 1 was BP, 1 was WP, 1 was WP/I.;NA"
ME.0157,<2009,ND,ce.0u,0,-68.4967934999998,46.211932992513866,WBC0157;Lane Brook Meadows;NA;NA;NA;NA
ME.0158,<2009,ND,c4.0v,0,-69.79615858267555,46.33339477321513,WBC0158;Desolation Brook (to S on NW side of knoll);NA;NA;Steve Olivieri: 2-3 nests in 1983;NA
ME.0159,<2009,ND,cb.0r,0,-68.81391270197233,46.52607902288771,WBC0159;Chase Brook;NA;NA;NA;NA
ME.0160,<2009,ND,c4.0r,0,-69.64046456311162,46.72709454638497,WBC0160;Billy Jack Brook;NA;NA;NA;NA
ME.0161,<2009,ND,cc.0k,0,-68.44710923214987,47.13092701212906,"WBC0161;Little California Pond;NA;NA;Active at least since 1982; 7/16/86: 24 nests in hardwood trees on top of a small ridge within 200' of road, nests are dispersed on the ridge top.;NA"
ME.0162,<2009,ND,c3.0o,0,-69.68065623045483,46.96809093624781,WBC0162;Shields Branch;NA;NA;NA;NA
ME.0163,<2009,ND,c4.0o,0,-69.50366359947063,46.956969494087716,WBC0163;Big Black River;NA;NA;NA;NA
ME.0170,<2009,ND,c7.0p,0,-69.27449013947168,46.78971583019548,WBC0170;Round Pond;NA;NA;NA;NA
ME.0173,<2009,SC,ci.18,0,-68.57012538537494,44.90098449017992,WBC0173;Great Works Stream;NA;NA;NA;NA
ME.0177,<2009,SC,cd.1b,0,-69.25844022750216,44.75120936023771,WBC0177;Carlton Bog (bog to NE);NA;NA;NA;NA
ME.0180,<2009,ND,c9.0y,0,-69.26182031544218,46.009173034575916,WBC0180;West Branch Ripogenus Stream;NA;NA;NA;NA
ME.0181,<2009,ND,ch.0w,0,-68.19715336390759,45.961777014905614,WBC0181;Mud Pond;NA;NA;NA;NA
ME.0507,<2009,ND,c2.1b,0,-70.61742158262503,45.01604257522878,WBC0507;Third Greely Pond;NA;NA;NA;NA
ME.0508,<2009,SC,ca.1i,0,-69.8923383783628,44.21223620844546,WBC0508;Horseshoe Pond (wetland to N);NA;NA;NA;NA
ME.0610,<2009,SC,c8.1f,0,-70.02041239762087,44.50545998717892,WBC0610;Parker Pond (island at N end);NA;NA;NA;NA
ME.0642,<2009,ND,c8.11,0,-69.59706430481616,45.726870599694486,WBC0642;Spencer Pond (SW of pond);NA;NA;Extensive thinning near former nests southwest towards Lucky Pond;NA
ME.0643,<2009,SC,c3.1l,0,-70.79961059117257,44.14749892010203,"WBC0643;Black Pond;1 Hectare in area. Surrounding vegetation is elm, red maple, sweet alder, and other freshwater shrubs.;Black Pond. In Sweden, NE of town and W of E Sweden. Heronry is on N side of pond.;NA;NA"
ME.0644,<2009,ND,bz.1a,0,-70.98868492947776,45.156278524493345,WBC0644;Parmacheenee Lake;NA;NA;NA;NA
ME.0645,<2009,SC,c6.1k,0,-70.43342238289162,44.13750231394454,WBC0645;Androscoggin River - Jam Hill;NA;NA;NA;NA
ME.0650,<2009,Co,cd.1m,0,-69.60829534529023,43.77754448123677,WBC0650;Linekin Bay - Damariscove Island;NA;NA;Source: Michael Whitby;NA
ME.0659,<2009,ND,c7.0p,0,-69.25050900344819,46.84526801853733,"WBC0659;Allagash River (1.8 mi N of Musquacook Deadwater);NA;NA;Source: C. Todd eagle flight data (19 Apr 1977); ""east shore of river, 1.8 mi N of Musquacook Deadwater"";NA"
ME.0660,<2009,ND,cb.0v,0,-68.86516473401313,46.215497228573355,"WBC0660;Grand Lake Matagamon - Hay Brook;NA;NA;Source: C. Todd eagle flight data (19 Apr 1977); ""west of Norway Dam"" - may have mapped it too far west?;NA"
ME.0663,<2009,Co,cl.1e,0,-68.4391476441673,44.350893952187995,WBC0663;Blue Hill Bay - Bartlett Island;NA;NA;Source: Reported to IFW by Rich MacDonald who read about it in writings by James Bond: active sometime between 1937 and 1967;NA
ME.0665,<2009,Co,cn.1f,0,-68.24311749580012,44.17870485930232,"WBC0665;Blue Hill Bay southeast approach - Little Duck Island;NA;NA;Source: James Bond (1967, 1971) noted small breeding colony of BCNH in 1923 and 1949.;NA"
ME.0673,2009,SC,cb.1d,0,-69.56335911756686,44.61196105700236,WBC0673;Sebasticook River (unnamed tributary; wetland between I-95 and railroad);NA;NA;Source: 4/18/09 eagle survey data;NA
ME.0674,2009,SC,cg.1c,0,-68.96471588956264,44.60434248862468,WBC0674;Meadow Brook (wetland to W of powerline intersection);NA;NA;Source: 4/18/09 eagle survey data;NA
ME.0699,<2009,ND,c9.0l,0,-68.80230537513658,47.106336781734775,"WBC0699;Third Lake - Wallagrass Stream;Pines?;NA;Source: Region G files; 3/21/89: visited by bio-aides Kemper and  Sheehan: 7 nests observed due north of rd approx 5 chains into woods; nests mostly in live white spruce. On photocopy of paper map, ""20-30 nests?"" written.;NA"
ME.0700,<2009,ND,c4.0s,0,-69.6376878642866,46.64578345905306,"WBC0700;Campbell Brook;Upland?;NA;Source: Region G files, 8-12 nests, inspected by A. Lovewell and R. Hoppe 7/21/1998;NA"
ME.0766,<2009,SC,ch.19,0,-68.64485011909386,44.85774806113306,"WBC0766;Meadow Brook;snags in flowage;From Bradley, travel south on Rte 178 to Leonard's Mills Living History Site (Government Rd) on left.  Turn leftonto Government Rd and go straight back to Leonard's Mills site. Must get gate key from Forest Manager for Penobscot Experimental Forest.  Travel on dirt roads to get closer to wetland then bush-whack to wetland - GPS highly recommended.;Source: 4/29/12 aerial survey by C. Todd and Ray Fogg, 2 active heron nests.;NA"
ME.0814,<2009,ND,cn.14,0,-67.73700656638678,45.09585900226883,"WBC0814;Big Wallamatogue Stream;NA;NA;Source: Found by K. Marden, S. McLellan, L. Kantar during helicopter survey for moose, 12/19/13: 1 nest in small flowage with handful of dead snags.;NA"
ME.0815,<2009,ND,c8.14,0,-69.56778503038112,45.51789678964133,"WBC0815;Moosehead Lake - Sandy Bay;NA;NA;Source:  Found by K. Marden, S. McLellan, L. Kantar during helicopter survey for moose. 1 nest in wetland.;NA"
ME.0841,<2009,ND,ca.0s,0,-68.96145255599596,46.47069015896779,WBC0841;Smith Brook;NA;NA;Source: Region G files. Date of fax is 1/12/95.;NA
ME.0842,<2009,ND,cg.0m,0,-67.95307792015839,46.809827485863444,"WBC0842;Aroostook River;NA;NA;Source: Region G files. ""Heron rookery site reported 7/10/95 by Mike Bouchard, 498-6969; in spruce tree"";NA"
