COLONYNO,SiteID,GEOCODE,DELORME,ColName,Island,Coastal,Hardwoods,Softwoods,Snags,LiveTrees,WithinWetland,WaterbodyShore,Upland,HabitatDesc,Directions,Comments,History,IWWH,SNI,PFW,X_UTMNAD83,Y_UTMNAD83,LAT,LONG,CIRNO,HABITAT,WWHNO,COLSIZE,IWWHNum,TWWHNum,Major Watershed,Subwatershed,FormerEO,GISStatus,Reported2009,Found2009
161,WBC0161,03450,68D1,Little California Pond,0,0,0,0,0,0,0,0,0,,,"Active at least since 1982; 7/16/86: 24 nests in hardwood trees on top of a small ridge within 200' of road, nests are dispersed on the ridge top.",,0,0,0,541931,5219862,470755,682825,,H,,,,,,,,From Original GIS layer as of August 2008.,0,0
162,WBC0162,03888,61A1,Shields Branch,0,0,0,0,0,0,0,0,0,,,,,0,0,0,448222,5201843,475730,694230,,U,,,,,,,,From Original GIS layer as of August 2008.,0,0
163,WBC0163,03887,61A3,Big Black River,0,0,0,0,0,0,0,0,0,,,,,1,0,0,461677.98616,5200505.40593,475730,693000,,,,,,,,,,Not mapped,0,0
164,WBC0164,27230,,exact location unknown,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,BP,,,,,,,,Not mapped,0,0
165,WBC0165,27100,,exact location unknown,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,U,,,,,,,,Not mapped,0,0
166,WBC0166,25270,21A5,Indian Stream (wetland to S),0,0,0,1,1,0,1,0,0,,"Rte 23 N from Hartland for 1.5-2 mi, turn righton Denbow Rd & go to end. Walk behind white house on right & across field staying along tree line on right. Follow cut through trees (ATV trail) straight back to east end of bog.",,,1,0,0,467426,4970371,,,,BP,,,Iwwh030346,,,,,From Original GIS layer as of August 2008.,0,0
167,WBC0167,25841,,exact location unknown,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,WP,,,,,,,,Not mapped,0,0
168,WBC0168,21100,,exact location unknown,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,WP,,,,,,,,Not mapped,0,0
169,WBC0169,19821,,exact location unknown,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,WP,,,,,,,,Not mapped,0,0
170,WBC0170,03862,62C1,Round Pond,0,0,0,0,0,0,0,0,0,,,,,0,0,0,479050,5181833,,,,U,,,,,,,,From Original GIS layer as of August 2008.,0,0
171,WBC0171,03863,,exact location unknown,0,0,0,0,0,0,0,0,0,,,"Originally listed in database twice, all fields the same except habitat: 1 was BP, 1 was WP.",,0,0,0,,,,,,BP,,,,,,,,Not mapped,0,0
172,WBC0172,11170,13E2,Palmer Brook,0,0,0,0,0,0,0,0,0,,,,,1,0,0,446803,4885907,440725,694000,,WP,,,,,,,,From Original GIS layer as of August 2008.,0,0
173,WBC0173,19040,23A5,Great Works Stream,0,0,0,0,0,0,0,0,0,,,,,0,0,0,533939,4972041,,,,WP,,,,,,,,From Original GIS layer as of August 2008.,0,0
174,WBC0174,17090,04A2,Pleasant Pond,0,0,0,0,0,0,0,0,0,,,,,1,0,0,346989,4875514,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
175,WBC0175,27040,21C5,Sebasticook River (SE of Farnham Brook inlet),0,0,0,1,1,0,1,0,0,,Located between Mount Road and Horseback Road just south of Sebasticook River. Access via Mount Rd by travelling south 0.75 mi from Sebasticook River crossing to dirt(?) road on left.  Road will curve to north after ~0.6 mi.  Use GPS to navigate to colony's approximate location.,,,0,0,0,470900,4954000,470900,4954000,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
177,WBC0177,19530,22B1,Carlton Bog (bog to NE),0,0,0,0,0,0,0,0,0,,,,,0,0,0,479543,4955346,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
178,WBC0178,11250,12B1,Androscoggin Lake - Dead River,0,0,0,0,0,0,0,0,0,,,,,1,0,0,412975,4908945,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
179,WBC0179,09310,15A5,Mann Meadow,0,0,0,0,1,0,1,0,0,,"From Blue Hill take Rte 176 northeast 6.7 miles to dirt road on left (Deer Run Lane). In 0.3 mi, bear right; in 0.4 mi go thru gravel pit (may be gated).  Go through gravel pit to far north end. Follow gravel rd 0.2 mi (on foot if blocked) to small pit. At center of pit go N thru softwoods 150-200 yds to marsh edge. Three nests at far end. Alternative route via north through R.D. Heath property, but need to contact him for access.",,,0,0,0,539531,4922889,,,,,,,,,,,,Re-map from DeLorme; added 8/2008,0,0
180,WBC0180,21849,50B1,West Branch Ripogenus Stream,0,0,0,0,0,0,0,0,0,,,,,1,0,0,479730,5095100,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
181,WBC0181,03310,52C4,Mud Pond,0,0,0,0,0,0,0,0,0,,,,,0,0,0,562209,5090114,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
182,WBC0182,19807,43B1,Lincoln Pond,0,0,0,0,0,0,0,0,0,,,,,1,0,0,507796,5052922,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
183,WBC0183,19620,44C1,Pattagumpus Stream,0,0,0,0,0,0,0,0,0,,,,,0,0,0,539389,5042654,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
184,WBC0184,07150,28E4,South Bog,0,0,0,0,0,0,0,0,0,,,,,1,0,0,363488,4976649,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
185,WBC0185,31210,04D2,Collomy Hill Pond,0,0,0,0,0,0,1,0,0,"Beaver-damned pond ringed with sedge/shrub border 20-60' wide; well developed lacustrine emergent community dominated by Nuphar, Nymphaea odorata, Pontederia.",Pond west of Collomy Hill and east of Elm Street extension.,,,1,0,0,348037,4848083,,,,,,,,,,,39,From Original GIS layer as of August 2008.,0,0
501,WBC0501,31240,02B3,Pump Box Brook (wetland N of Back Rd; W of Old Country Rd),0,0,0,0,0,0,0,0,0,,,,,0,0,0,352614.45831,4822263.54324,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
503,WBC0503,27040,21D4,Sebasticook River (wetland S of river; W of Twentyfive Mile Str),0,0,0,0,0,0,0,0,0,,,,,1,0,0,466563,4944692,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
504,WBC0504,11801,21D4,Fifteenmile Stream (unnamed east branch; N of Rte 139),0,0,0,0,0,0,0,0,0,,,,,0,0,0,464800,4940566,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
505,WBC0505,19210,22B3,Tracy Brook (unnamed branch E of Etna Bog),0,0,0,1,1,0,1,0,0,,"Rte I-95 to Rte 143. Go S on Rte 143 for ~2 mi. Turn left on Burke Ln, go ~0.75 mi to first house after road turns to the right. Park at the house.",,,1,0,0,493100,4956000,493100,4956000,,,,,Iwwh032332,,,,,From Original GIS layer as of August 2008.,0,0
506,WBC0506,19580,22A4,Harvey's Pond (SW inlet),0,0,0,0,0,0,0,0,0,,,,,0,0,0,495374,4970297,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
507,WBC0507,07050,28D5,Third Greely Pond,0,0,0,0,0,0,0,0,0,,,,,0,0,0,372558,4986005,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
508,WBC0508,11260,12D4,Horseshoe Pond (wetland to N),0,0,0,0,0,0,0,0,0,,,,,0,0,0,428713,4895833,,,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
510,WBC0510,03650,59A2,Clark Brook,0,0,0,1,1,1,0,1,1,,,,,0,0,0,577478,5154921,463229,675924,,,,,,,,,,From Original GIS layer as of August 2008.,0,0
601,WBC0601,05050,05B1,Meadow Brook (Rolfe Brook),0,0,0,1,1,0,1,0,0,,,,,0,0,0,378700,4870000,378700,4870000,,,,,,,,,,From DeLorme; added 8/2008,0,0
602,WBC0602,11250,12C2,Wilson Pond,0,0,0,1,0,1,0,1,1,"Colony is in mixed stand, but all nests are in live white pines.","From Rte 133 in Wayne go S on Old Winthrop Rd 0.7 mi, turn right on Morrison Heights Rd, go ~1.4 mi to fork, make slight left on Hardscrabble Rd. Go ~0.9 mi to Georges Rd on left. Go to woodshed on left, park here, follow old woods rd N.",,,0,0,0,416031,4906466,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
603,WBC0603,13030,08A2,St. George River - Hyler Cove,0,1,0,0,0,0,0,0,0,,,,,0,0,0,483755,4877749,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
604,WBC0604,17230,11D2,Hall Pond,0,0,0,1,0,1,0,1,1,,"From jct. of Rtes 117 & 119 in South Paris, go NE 0.6 mi on Rte 117. Turn rt on Brett Hill Rd & go E 1.5 mi to jct. Turn rt & go 0.4 mi SE on woods rd. Turn left & park (don’t block trail). Walk E on Singepole Mtn. trail (dirt rd) for ~5400 ft.  Keep to left at forks. Trail 1st crosses false summit (open ledges), then goes back into woods & climbs to main summit ridge. From summit, go S and E ~0.25 mi to an open ledge to view colony.",,,0,0,0,383927,4896887,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
605,WBC0605,11020,12B5,Stone Brook (bog W of I-95 and E of Great Sidney Bog),0,0,0,1,0,1,0,1,1,,"From I-95 in Augusta, take exit 112B for Rtes 8/11/27 North; go 2 mi & turn right on Bog Rd; go 0.1 mi & turn right on Old Belgrade Rd; go 0.3 mi & turn left on Middle Rd; go 0.9 mi to house #241. Pull into driveway, park on right at crest of hill. Follow woods rd to a Y; go straight. At 2nd Y, bear right. Go straight until at bog, walk to left until can see across to colony.",,,1,0,0,438925,4914918,,,,,,,Iwwh030961,,,,,From DeLorme; added 8/2008,0,0
606,WBC0606,11220,13B1,Sevenmile Brook,0,0,0,0,0,0,0,0,0,,,,,1,0,0,444384.94147,4915497.74698,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
607,WBC0607,15180,13D2,Carlton Brook,0,0,0,0,1,0,1,0,0,,,,,0,0,0,452071,4892408,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
608,WBC0608,09290,15D5,Deer Island Thorofare - Eastern Mark Island,1,1,1,0,0,1,0,0,1,,Eastern Mark Island is ~4 nautical miles E/NE of Stonington. Colony is at SE end of island. Accessed island from bold eastern shore with a short scramble up ledges to the edge of colony.,,,0,0,0,533589,4890644,,,59-956,,,,,,,,,From DeLorme; added 8/2008,0,0
609,WBC0609,17010,18D4,West Branch Ellis River,0,0,0,1,1,0,1,0,0,,,,,0,0,0,362900,4942000,362900,4942000,,,,,,,,,,From DeLorme; added 8/2008,0,0
610,WBC0610,07030,20E2,Parker Pond (island at N end),1,0,0,0,0,0,0,0,0,,,,,0,0,0,418887,4928522,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
611,WBC0611,07120,20D3,Fillibrown Brook (NW of McIntyre Pond),0,0,0,0,0,0,0,0,0,,,,,0,0,0,422879,4937634,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
612,WBC0612,27260,22D5,Clements Brook,0,0,1,0,1,0,1,0,0,,"From Jct of Rte 1A and Rte 69 in Winterport, travel northwest on Rte 69 ~4.6 mi to Monroe Rd.  Turn left onto Monroe Rd and travel ~2.5 mi to North Rd. Turn left onto North Rd and go ~0.1 mi to where stream crosses rd via culvert.  Launch canoe or kayak here to get into wetland for viewing colony to the west.",,,0,0,0,502636,4945000,,,,,,,,,,,,source: T. Hodman; added 8/2008,1,0
613,WBC0613,19300,23B3,Eaton Brook,0,0,0,0,1,0,1,0,0,,,,,1,0,0,525200,4958000,525200,4958000,,,,,,,,,,From DeLorme; added 8/2008,0,0
614,WBC0614,19040,23A4,Blackman Stream (wetland S of stream & W of powerline),0,0,0,1,0,1,0,0,1,,"From Rte 178 in Bradley, turn southeast on Government Rd (sign for Penobscot Experimental Forest & Leonard's Mills). Go ~0.6 mi to open section under powerlines. Nests located to W of powerline on NE side of rd. Used to be 2 nests to S of rd.",,,0,0,0,528153,4969321,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
615,WBC0615,09310,23E5,Meadow Stream,0,0,0,0,0,0,0,0,0,,,,,1,0,0,535029,4928428,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
616,WBC0616,19010,33D2,Pug Pond,0,0,0,0,0,0,0,0,0,,,,,0,0,0,517655,4987057,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
617,WBC0617,19190,33C3,Hemlock Stream (North),0,0,0,0,0,0,0,0,0,,,,,0,0,0,520113,5001495,,,,,,,,,,,,From DeLorme; added 8/2008,0,0
618,WBC0618,15190,07B1,Back River - Cowseagan Narrows - Berry Island,1,1,1,1,0,1,0,0,1,,Northeast portion of island; a good portion is visible from the Rte 144 bridge to the north.,,,0,0,0,445601,4868638,,,65-341,,,,,,,,,source: S. Walker; added 8/2008,1,0
619,WBC0619,25180,20D4,Robbins Mill Stream,0,0,0,0,0,0,0,0,0,,,"Not sure of exact location: ""Flowage in headwaters near Rome line (or possibly Robbins Mill",,1,0,0,429962,4940860,,,,,,,,,,,,source: eagle flight data; added 9/2008,0,0
620,WBC0620,11140,12D3,Cobbosseecontee Lake - Lover's Island,1,0,0,0,0,0,0,0,0,,,Lover's Island,,0,0,0,423469,4899289,,,,,,,,,,,,source: eagle flight data; added 9/2008,0,0
621,WBC0621,27260,23D1,Page Hill (unnamed wetland to NW),0,0,0,0,1,0,1,0,0,,"From junction of Cove Rd and 1A in Winterport, travel south ~0.9 mi on 1A to Hackett Rd on right. Follow Hackett Rd ~0.2 mi and take left fork onto Souder Station Lane and drive to house at end. Walk on overgrown trail by caboose (very grown over; need to bush whack) to wetland edge.","Not sure of exact location: ""Small flowage east of Back Winterport Rd""",,0,0,0,511653,4946609,,,,,,,,,,,,source: eagle flight data; added 9/2008,0,0
622,WBC0622,27210,22E4,Dead Brook,0,0,0,0,1,0,1,0,0,,"From Rte 7 in Waldo, go NE on Rte 131. Make right onto Oak Hill; then right onto Webster Rd. Make right onto Riley Rd (written on large rock).  Follow dirt road to wetland.","Not sure of exact location: ""Flowage west of Coon Hill""",,1,0,0,496861,4930779,,,,,,,Iwwh202796,,,,,source: eagle flight data; added 9/2008,0,0
623,WBC0623,15110,07A3,Deer Meadow Brook (unnamed wetland to E; SW of Damariscotta Lake),0,0,0,1,1,0,1,0,0,,"From Rte 1 in Newcastle, take Rte 215 N/W ~3.2 mi to W Hamlet Rd; turn left, go ~0.6 mi to parking spot across the street from house #174. Walk through woods perpendicular to rd to wetland. There's a 2nd wetland S of colony w/no nests. If hit this, go N.","Not sure of exact location: ""Deer Meadow Brook; Flowage""",,1,0,0,455445,4878579,,,,,,,Iwwh031398,,,,,source: eagle flight data; added 9/2008,0,0
624,WBC0624,19210,22B3,Etna Bog,0,0,0,0,0,0,0,0,0,,,Not exactly sure where in Etna Bog.,,0,0,0,489841,4956639,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
625,WBC0625,19070,22B3,Etna Pond South,0,0,0,0,0,0,0,0,0,,,"""Southeast of pond.""",,1,0,0,492810,4963307,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
626,WBC0626,21821,33B1,Freese Bog,0,0,0,0,0,0,0,0,0,,,"""small flowage 600 yards southwest""",,1,0,0,508169,5006383,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
627,WBC0627,21869,56D1,Indian Pond,0,0,0,0,0,0,0,0,0,,,"""Osprey nest adjacent""",,0,0,0,478318,5123218,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
628,WBC0628,19110,24A1,Intervale Brook,0,0,0,1,1,0,1,0,0,,"From Rte 9 in Clifton at Parks Pond Campground, go 0.5 mi E to Stage Coach Rd, turn left. Go 0.5 mi, turn left on Bradbury Brook Rd. Go 0.8 mi, stay right at fork. Go 1.7 mi, stay left. Go 0.3 mi, stay right. Go 0.7 mi & park on rd. Go W to wetland.","""1 mile west of Fletcher Bluff""",,0,0,0,542300,4966000,542300,4966000,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
629,WBC0629,19580,22A3,Lost Pond (wetland to N),0,0,0,0,0,0,0,0,0,,From Rte 143 in Etna go N to New Sweden Rd in Stetson. Make left & travel until Penobscot County Conservation Assoc camp on left. Park here & walk S behind camp & around flowage then follow skid trail to beaver dam b/w 2 flowages. Nest in front & to left.,"""Flowage north of pond""",,1,0,0,489869,4965854,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
630,WBC0630,05030,06C4,New Meadows River - Gurnet Strait - Lower Coombs Island,1,1,1,1,1,1,0,0,1,,"By boat, launch from Sawyer Park on New meadows River. Travel downstream to SE end of island (there's a private dock here owned by landowner) From dock, travel on foot NW past large cottage to center of colony in W central part of island.",Brunswick-Topsham Land Trust has easement that covers the whole island except for a small building envelope at SE corner where the house and out buildings are located.,,0,0,0,427163,4857002,,,55-089,,,,,,,,,source: eagle flight data; added 10/2008,0,0
631,WBC0631,11210,12B5,Mills Brook (E of Belgrade Bog),0,0,0,0,0,0,0,0,0,,,"Not sure of exact location: ""Between Rte 23, Rte 27, and Mills Rd""",,0,0,0,435478,4918510,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
632,WBC0632,27040,21C5,Sebasticook River (E shore; 1 mile S of spillway),0,0,0,0,1,0,1,0,0,,,Not sure of exact location: ~ 1 mile south of dam on east side of river.,,1,0,0,468100,4951000,468100,4951000,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
633,WBC0633,27240,21D5,Bog Brook (S of inlet to Twentyfivemile Stream),0,0,0,0,0,0,0,0,0,,,Not sure of exact location: Twentyfive Mile Stream near Rte 139 crossing,,1,0,0,469785,4940147,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
634,WBC0634,19370,22A4,Black Stream,0,0,1,0,1,0,1,0,0,,"From Airport Mall on Union Street in bangor, go ~8.5 mi & turn left on Pember Rd. Go 1.3 mi, turnright on South Levant Rd. Go 1 mi, turn right on Robichaud Rd. Drive 1 mi to trail on right. No houses here, wetland seen after 100 yds, but go to S shore.",Beaver flowage,,1,0,0,499800,4969000,499800,4969000,,,,,Iwwh204491,,,,,source: eagle flight data; added 10/2008,0,0
635,WBC0635,19290,22B5,Black Stream (wetland SE of Leathers Corner),0,0,0,1,1,0,1,0,0,,"Must contact landowner to gain access. Park in their driveway (566 Westwood Dr, Hermon). Colony is to the right of their house in the woods. 2 observation spots, one from Westwood Drive, another from Wendy Acres Rd, landowner same for both.",,,1,0,0,505707,4963103,,,,,,,Iwwh204609,,,,,source: eagle flight data; added 10/2008,0,0
636,WBC0636,11290,12C3,Kezar Brook,0,0,0,1,0,1,0,1,1,"Nests all in live white pines, but stand is mixed with hardwoods.","From Rte 202/11/100 in Manchester, go W and turn left on South Rd. Go ~1.2 mi to Birchwood Lane. Best access is across rd from first home on right. Colony is across rd from house. Can also access through landowner's property, but more difficult to find.",Near YMCA camp; 0.3 mile NW of Robbins Point,,0,0,0,427300,4906000,427300,4906000,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
637,WBC0637,23050,07D1,Little River - Griffith Head,0,0,0,0,0,0,0,0,0,,,"Not sure of exact location: ""West of Reid State Park water tank.""",,0,0,0,441797,4848148,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
638,WBC0638,25862,39E4,Little Spencer Stream,0,0,0,1,0,1,0,0,1,,,Upland 300 yards east of Little Spencer Stream at fork ~1 mile south of lake.,,0,0,0,401680,5021681,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
639,WBC0639,19090,32C4,West Branch Dead Stream (lowlands NE of Bull Hill),0,0,0,0,0,0,0,0,0,,,South of west branch of Dead Stream,,0,0,0,494313,4994659,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
640,WBC0640,19180,23B4,Eaton Brook (wetland W of Cummings Bog),0,0,0,1,1,0,1,0,0,,"From JCT of Rtes 178 and 9 in Eddington, go E on Rte 9 ~3.1 mi to Back Door Dance Studio on right. Turn here and follow rd to house at end. Park here. Go W along powerline behind house to logging road. Go south ~0.25 mi to wetland. 527712E, 4962003N.",,,1,0,0,527649,4961858,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
641,WBC0641,17280,10D1,Shell Pond (Rattlesnake Mountain),0,0,0,0,0,0,0,0,0,,"From Rte 113 in North Fryeburg, go N 9.8 mi to Stone House Rd, turn right. Go 0.1 mi, turn right on Shell Pond Rd. Go 1.6 mi to Stone House Trail. Follow trail E. Can observe the general location of the historic colony from shores of Shell Pond.",Unusual setting atop cliff (peregrine eyrie) near Shell Pond,,0,0,0,343046,4901472,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
642,WBC0642,21825,41A2,Spencer Pond (SW of pond),0,0,0,0,0,0,0,0,0,,,Extensive thinning near former nests southwest towards Lucky Pond,,0,0,0,453541,5063875,,,,,,,,,,,,source: eagle flight data; added 10/2008,0,0
643,WBC0643,17310,10E3,Black Pond,0,0,0,0,0,0,0,0,0,"1 Hectare in area. Surrounding vegetation is elm, red maple, sweet alder, and other freshwater shrubs.","Black Pond. In Sweden, NE of town and W of E Sweden. Heronry is on N side of pond.",,,1,0,0,356075,4889830,,,,,,,,,,,2,source: old BCD report printout; added 11/2008,0,0
644,WBC0644,17810,28C1,Parmacheenee Lake,0,0,0,0,0,0,0,0,0,,,,,0,0,0,343688,5002235,,,,,,,,,,,19,source: old BCD report printout; added 11/2008,0,0
645,WBC0645,17220,11E2,Androscoggin River - Jam Hill,0,0,0,0,0,0,0,0,0,,,,,0,0,0,385342,4888144,,,,,,,,,,,20,source: old BCD report printout; added 11/2008,0,0
646,WBC0646,31090,01B3,Addington Creek,0,0,1,1,1,1,1,0,0,,"From the Eliot Town Office, walk in southwest direction through woods to wetland edge.","Source: ""65N Johnson Heronry"" file shows at least 4 heronries in Eliot - there may have been more.",,1,0,0,353907,4776074,,,,,,,,,,,,source: Johnson Heronry (65N) file; added 11/2008,0,0
647,WBC0647,31090,01A3,Sturgeon Creek (SW of Third Hill),0,0,0,0,0,0,0,0,0,,,"Source: ""65N Johnson Heronry"" file shows at least 4 heronries in Eliot - there may have been more.",,0,0,0,354810,4781508,,,,,,,,,,,,source: Johnson Heronry (65N) file; added 11/2008,0,0
648,WBC0648,11220,13A2,Webber Pond (wetland to N; on Davidson Nature Preserve),0,0,0,1,1,0,1,0,0,,"From Rte 201 in Vassalboro, travel north to Oak Grove Rd, make a left on Oak Grove Rd, go about 1 mi, turn right on Taber Hill Rd. Go south ~1.25 mi to parking lot for Davidson Nature Preserve on the right (past Hussey Hill Rd). Follow trail to wetland.","Source: Sarah Woodman, Unity College student",,1,0,0,448197.42862,4922275.9184,,,,,,,Iwwh203895,,,,0,added 11/2008,1,0
649,WBC0649,31180,02A2,Symmes Pond,0,0,0,1,1,0,1,0,0,Nest in lone dead pine(?) several hundred yards to westerly direction from obs pt.,"Take Rte 11 from Newfield W to Stone Rd (dirt), go right & follow past Troy Mtn Rd on right, go down slight grade. As start up next rise, look for opening on left. Park & walk down following opening. As near water, look to right & walk ~15yds to water.",,,1,0,0,348192.19485,4834858.79548,,,,,,,Iwwh010192,,,,0,added 11/2008,0,0
650,WBC0650,15020,07D2,Linekin Bay - Damariscove Island,1,1,1,0,0,1,0,0,1,,,Source: Michael Whitby,,0,1,0,451048.57177,4847345.46429,,,65-280,,,,,,,,0,added 11/2008,1,0
651,WBC0651,19290,23B1,Pug Brook,0,0,0,0,0,0,0,0,0,,,"Source: C. Todd 2001 email: ""George Pond, Hermon: in flowage to N.""",,1,0,0,508300,4959000,508300,4959000,,,,,,,,,0,source: eagle flight data; added 12/2008,0,0
652,WBC0652,19580,22A3,Etna Pond North,0,0,0,0,0,0,0,0,0,,Inlet just north of pond,,,0,0,0,491400,4965000,491400,4965000,,,,,,,,,0,source: eagle flight data; added 12/2008,0,0
653,WBC0653,11140,12C3,"Annabessacook Lake - ""Town Line"" Island",1,0,0,0,0,0,0,0,0,,,"Source: C. Todd 2001 email: ""in pines on island, all empty near eagle nest 333A""",,0,0,0,421900,4903000,421900,4903000,,,,,,,,,0,source: eagle flight data; added 12/2008,0,0
654,WBC0654,19150,22C3,Garland Road Wetland (wetland to southwest),0,0,0,0,1,0,1,0,0,,"From jct of Rtes 7 and 9/202 in Dixmont, travel east to Garland Rd, turn right. Go ~0.4 mi to Mason Hill Rd on left. Turn left, take for ~1 mi and park where fork in rd.  Walk along rd (right fork) for ~0.3 mi then turn south through woods to wetland.",Source: C. Todd eagle flight data,,0,0,0,489100,4945000,489100,4945000,,,,,,,,,0,source: eagle flight data; added 12/2008,0,0
655,WBC0655,19320,33E1,Pushaw Lake (wetland 1 mi. N at JCT of Rte 43),0,0,1,0,1,0,1,0,0,,"In Hudson, south side of Rte 43 just west of JCT with Whitmore Landing Rd. Nests can be seen from rd. House across street is #548 Old Town Rd.",Source: A. Starr,,0,0,0,512700,4983000,512700,4983000,,,,,,,,,0,added 3/2009,1,0
656,WBC0656,11130,12B4,Sanford Brook,0,0,0,1,1,0,1,0,0,,"From I-95 in Augusta, take exit 109 for Routes 202/11/17/100 (Western Ave) west toward Manchester.   Go about 0.9 miles to Prescott Rd on right.  Turn right and stay on Prescott Rd for ~4.7 miles (if you get to house #975 you've gone 150 yds too far).  Park on left side of road where there is an opening to a dirt road that is gated; cross road and walk directly east ~180 yds to wetland edge.","Source: reported to Sarah Woodman, Unity College student",,0,0,0,432100,4914000,432100,4914000,,,,,,,,,0,added 3/2009,1,0
657,WBC0657,19500,23C2,Swetts Pond (wetland to W),0,0,0,1,1,0,1,0,0,,"From Dow Rd, make a right onto Swetts Pond Rd.  Wetland is approximately 1 mile down on the left side of the road.  Access from 10 Cemetery Lane, 231 Swetts Pond Rd, or from snowmobile trails that start on Betts Rd (between 27 and 33 Betts Rd).","Source: Reported by C. Todd; confirmed by landowner Larry Pelletier, 825-4537",,1,0,0,515700,4950000,515700,4950000,,,,,Iwwh050370,,,,0,added 3/2009,1,0
658,WBC0658,25010,20B3,Getchell Brook (wetland NW of Hilton Hill),0,0,0,0,1,0,1,0,0,,"From Anson, take Rte 148 W to Pease Hill Rd. Make right and go 1 mi to Merry Rd, make right. Go to sign for cemetery and walk down to bog ~1/8 mi.","Source: reported to Sarah Woodman, Unity College student",,0,0,0,425900,4962000,425900,4962000,,,,,,,,,0,added 3/2009,1,0
659,WBC0659,03862,62B2,Allagash River (1.8 mi N of Musquacook Deadwater),0,0,0,0,0,0,0,1,0,,,"Source: C. Todd eagle flight data (19 Apr 1977); ""east shore of river, 1.8 mi N of Musquacook Deadwater""",,0,0,0,480900,5188000,480900,5188000,,,,,,,,,0,added 3/2009,0,0
660,WBC0660,21826,57E1,Grand Lake Matagamon - Hay Brook,0,0,0,0,0,0,0,0,0,,,"Source: C. Todd eagle flight data (19 Apr 1977); ""west of Norway Dam"" - may have mapped it too far west?",,0,0,0,510400,5118000,510400,5118000,,,,,,,,,0,added 3/2009,0,0
661,WBC0661,27080,22D3,North Branch Marsh Stream,0,0,0,0,1,0,1,0,0,,"From intersection of Jackson Rd & Hadley Mill Rd / Line Rd, go west on Hadley Mill Rd / Line Rd for 0.8 mi, turn left on Hadley Mill Rd, go 1.2 mi & continue on E Chase Rd. ~0.5 mi to trail on left that goes N. Walk ~0.6 mi, then cut NE to wetland.","Source: reported by David McDaniel to Beth Swartz; ""large beaver bog 3/4 mi. S of Mt Harris""",,1,0,0,488500,4943000,488500,4943000,,,,,Iwwh203560,,,,0,added 3/2009,1,0
662,WBC0662,09150,16B5,Frenchman Bay - Long Porcupine Island,1,1,0,0,0,0,0,0,0,,,Source: Reported to IFW by Rich MacDonald who read about it in writings by James Bond: active sometime between 1937 and 1967,,0,0,0,566700,4917000,566700,4917000,59-201,,,,,,,,0,added 3/2009,1,0
